Num Sol. Externa,Numero,Fecha Programado GyP,Fecha Solicitud Servicio SDM,Programdo/Demanda,Especial,Tipo Servicio,Clase Servicio,ANS,Estado Servicio,Estado Detalle Servicio,Movil,Gruas,Tipo Grua,Entidad,Direccion,Clase Vehículo,Vehiculo,Parq Destino,Localidad,Coor Magna Sirgas,Fecha Cancela,Usuario Cancela,Fecha Cargando,Antelacion,Retraso,Tiempo Cancela Antelacion,Tiempo Cancela Retraso,Observacion,Obs Detalle,Obs Cambia Estado
251072,S-222023,10/05/2022 14:51:54,10/05/2022 14:51:54,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,205,FVL565,GANCHO PESADO,Policia,DG 16 104 17,Bicicletas,F-183463,PARQUEDERO TRANSITORIO,FONTIBON," X:1736646.904869,Y:-6117944.8428391,Z:516285.61770072",,,10/05/2022 14:54:12,00:00:00,00:02:18,00:00:00,00:00:00,205 ATIENDE ,,
251072,S-222023,10/05/2022 14:51:54,10/05/2022 14:51:54,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,205,FVL565,GANCHO PESADO,Policia,DG 16 104 17,Camion,BBJ431,Parqueadero Aut. 1,FONTIBON," X:1736646.904869,Y:-6117944.8428391,Z:516285.61770072",,,10/05/2022 14:54:12,00:00:00,00:02:18,00:00:00,00:00:00,205 ATIENDE ,,
251073,S-222024,10/05/2022 14:54:09,10/05/2022 14:54:09,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,187,FUZ607,PLANCHON,Policia,AC 145 90 44,Automovil,DZU601,Parqueadero Aut. 1,SUBA," X:1743770.1466841,Y:-6115300.8304883,Z:523500.79428913",,,10/05/2022 14:59:32,00:00:00,00:05:23,00:00:00,00:00:00,187 ATIENDE ,,
251073,S-222024,10/05/2022 14:54:09,10/05/2022 14:54:09,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,187,FUZ607,PLANCHON,Policia,AC 145 90 44,Motocicletas,LES16C,Parqueadero Aut. 1,SUBA," X:1743770.1466841,Y:-6115300.8304883,Z:523500.79428913",,,10/05/2022 14:59:32,00:00:00,00:05:23,00:00:00,00:00:00,187 ATIENDE ,,
251073,S-222024,10/05/2022 14:54:09,10/05/2022 14:54:09,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,187,FUZ607,PLANCHON,Policia,AC 145 90 44,Motocicletas,MTD59F,Parqueadero Aut. 1,SUBA," X:1743770.1466841,Y:-6115300.8304883,Z:523500.79428913",,,10/05/2022 14:59:32,00:00:00,00:05:23,00:00:00,00:00:00,187 ATIENDE ,,
251073,S-222024,10/05/2022 14:54:09,10/05/2022 14:54:09,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,187,FUZ607,PLANCHON,Policia,AC 145 90 44,Motocicletas,QYV11C,Parqueadero Aut. 1,SUBA," X:1743770.1466841,Y:-6115300.8304883,Z:523500.79428913",,,10/05/2022 14:59:32,00:00:00,00:05:23,00:00:00,00:00:00,187 ATIENDE ,,
251073,S-222024,10/05/2022 14:54:09,10/05/2022 14:54:09,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,187,FUZ607,PLANCHON,Policia,AC 145 90 44,Camioneta,BAX872,Parqueadero Aut. 1,SUBA," X:1743770.1466841,Y:-6115300.8304883,Z:523500.79428913",,,10/05/2022 14:59:32,00:00:00,00:05:23,00:00:00,00:00:00,187 ATIENDE ,,
251074,S-222025,10/05/2022 14:55:50,10/05/2022 14:55:50,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,193,FUZ413,GANCHO LIVIANO,Policia,DG 16 104 17,Motocicletas,DLA89C,Parqueadero Aut. 1,FONTIBON," X:1736646.904869,Y:-6117944.8428391,Z:516285.61770072",,,10/05/2022 15:00:37,00:00:00,00:04:47,00:00:00,00:00:00,193 ATIENDE ,,
251074,S-222025,10/05/2022 14:55:50,10/05/2022 14:55:50,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,193,FUZ413,GANCHO LIVIANO,Policia,DG 16 104 17,Microbus,WFI458,Parqueadero Aut. 1,FONTIBON," X:1736646.904869,Y:-6117944.8428391,Z:516285.61770072",,,10/05/2022 15:00:37,00:00:00,00:04:47,00:00:00,00:00:00,193 ATIENDE ,,
251075,S-222026,10/05/2022 14:58:04,10/05/2022 14:58:04,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,70,ESM435,PLANCHON,Policia,KR 21 96 30,Motocicletas,NNL15F,Parqueadero Aut. 1,CHAPINERO," X:1747071.0004143,Y:-6114868.4460783,Z:517552.27574892",,,10/05/2022 14:58:32,00:00:00,00:00:28,00:00:00,00:00:00,70 ATIENDE ,,
251075,S-222026,10/05/2022 14:58:04,10/05/2022 14:58:04,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,70,ESM435,PLANCHON,Policia,KR 21 96 30,Motocicletas,FUT50C,Parqueadero Aut. 1,CHAPINERO," X:1747071.0004143,Y:-6114868.4460783,Z:517552.27574892",,,10/05/2022 14:58:32,00:00:00,00:00:28,00:00:00,00:00:00,70 ATIENDE ,,
251075,S-222026,10/05/2022 14:58:04,10/05/2022 14:58:04,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,70,ESM435,PLANCHON,Policia,KR 21 96 30,Automovil,CYG583,Parqueadero Aut. 1,CHAPINERO," X:1747071.0004143,Y:-6114868.4460783,Z:517552.27574892",,,10/05/2022 14:58:32,00:00:00,00:00:28,00:00:00,00:00:00,70 ATIENDE ,,
251075,S-222026,10/05/2022 14:58:04,10/05/2022 14:58:04,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,70,ESM435,PLANCHON,Policia,KR 21 96 30,Automovil,FSA479,Parqueadero Aut. 1,CHAPINERO," X:1747071.0004143,Y:-6114868.4460783,Z:517552.27574892",,,10/05/2022 14:58:32,00:00:00,00:00:28,00:00:00,00:00:00,70 ATIENDE ,,
251076,S-222027,10/05/2022 14:58:28,10/05/2022 14:58:28,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,199,FUZ419,GANCHO LIVIANO,Policia,CL 11A 40 10,Bus,WMN077,PARQUEDERO TRANSITORIO,PUENTE ARANDA," X:1742188.065644,Y:-6116865.9566694,Z:510406.56426168",,,10/05/2022 14:59:47,00:00:00,00:01:19,00:00:00,00:00:00,199 ATIENDE ,,
251078,S-222029,10/05/2022 15:51:32,10/05/2022 15:51:32,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,171,ESO053,PLANCHON,Policia,AK 68D 23 02,Motocicletas,IWZ84F,Parqueadero Aut. 1,FONTIBON," X:1741036.9735464,Y:-6116887.1731678,Z:514042.42601318",,,10/05/2022 16:03:47,00:00:00,00:12:15,00:00:00,00:00:00,171 ATIENDE ,,
251078,S-222029,10/05/2022 15:51:32,10/05/2022 15:51:32,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,171,ESO053,PLANCHON,Policia,AK 68D 23 02,Motocicletas,TOA86E,Parqueadero Aut. 1,FONTIBON," X:1741036.9735464,Y:-6116887.1731678,Z:514042.42601318",,,10/05/2022 16:03:47,00:00:00,00:12:15,00:00:00,00:00:00,171 ATIENDE ,,
251078,S-222029,10/05/2022 15:51:32,10/05/2022 15:51:32,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,171,ESO053,PLANCHON,Policia,AK 68D 23 02,Motocicletas,ZCQ64C,Parqueadero Aut. 1,FONTIBON," X:1741036.9735464,Y:-6116887.1731678,Z:514042.42601318",,,10/05/2022 16:03:47,00:00:00,00:12:15,00:00:00,00:00:00,171 ATIENDE ,,
251078,S-222029,10/05/2022 15:51:32,10/05/2022 15:51:32,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,171,ESO053,PLANCHON,Policia,AK 68D 23 02,Motocicletas,XZU18E,Parqueadero Aut. 1,FONTIBON," X:1741036.9735464,Y:-6116887.1731678,Z:514042.42601318",,,10/05/2022 16:03:47,00:00:00,00:12:15,00:00:00,00:00:00,171 ATIENDE ,,
251078,S-222029,10/05/2022 15:51:32,10/05/2022 15:51:32,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,171,ESO053,PLANCHON,Policia,AK 68D 23 02,Motocicletas,BDF24G,Parqueadero Aut. 1,FONTIBON," X:1741036.9735464,Y:-6116887.1731678,Z:514042.42601318",,,10/05/2022 16:03:47,00:00:00,00:12:15,00:00:00,00:00:00,171 ATIENDE ,,
251078,S-222029,10/05/2022 15:51:32,10/05/2022 15:51:32,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,171,ESO053,PLANCHON,Policia,AK 68D 23 02,Motocicletas,YQH07D,Parqueadero Aut. 1,FONTIBON," X:1741036.9735464,Y:-6116887.1731678,Z:514042.42601318",,,10/05/2022 16:03:47,00:00:00,00:12:15,00:00:00,00:00:00,171 ATIENDE ,,
251078,S-222029,10/05/2022 15:51:32,10/05/2022 15:51:32,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,171,ESO053,PLANCHON,Policia,AK 68D 23 02,Motocicletas,XEU32E,Parqueadero Aut. 1,FONTIBON," X:1741036.9735464,Y:-6116887.1731678,Z:514042.42601318",,,10/05/2022 16:03:47,00:00:00,00:12:15,00:00:00,00:00:00,171 ATIENDE ,,
251078,S-222029,10/05/2022 15:51:32,10/05/2022 15:51:32,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,171,ESO053,PLANCHON,Policia,AK 68D 23 02,Motocicletas,FWP19C,Parqueadero Aut. 1,FONTIBON," X:1741036.9735464,Y:-6116887.1731678,Z:514042.42601318",,,10/05/2022 16:03:47,00:00:00,00:12:15,00:00:00,00:00:00,171 ATIENDE ,,
251079,S-222030,10/05/2022 16:09:41,10/05/2022 16:09:41,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,134,ESO134,PLANCHON,Policia,CL 94 21 02,Automovil,FPQ662,Parqueadero Aut. 1,CHAPINERO," X:1747016.1713213,Y:-6114907.0815357,Z:517282.6313257",,,10/05/2022 16:10:02,00:00:00,00:00:21,00:00:00,00:00:00,134 ATIENDE ,,
251079,S-222030,10/05/2022 16:09:41,10/05/2022 16:09:41,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,134,ESO134,PLANCHON,Policia,CL 94 21 02,Automovil,RNO713,Parqueadero Aut. 1,CHAPINERO," X:1747016.1713213,Y:-6114907.0815357,Z:517282.6313257",,,10/05/2022 16:10:02,00:00:00,00:00:21,00:00:00,00:00:00,134 ATIENDE ,,
251079,S-222030,10/05/2022 16:09:41,10/05/2022 16:09:41,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,134,ESO134,PLANCHON,Policia,CL 94 21 02,Motocicletas,DWH37E,Parqueadero Aut. 1,CHAPINERO," X:1747016.1713213,Y:-6114907.0815357,Z:517282.6313257",,,10/05/2022 16:10:02,00:00:00,00:00:21,00:00:00,00:00:00,134 ATIENDE ,,
251080,S-222031,10/05/2022 16:25:13,10/05/2022 16:25:13,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,112,TDX756,PLANCHON DE MOTOS,Policia,AK 72 6 01,Motocicletas,DNK77F,Parqueadero Aut. 1,KENNEDY," X:1738222.9850675,Y:-6117883.9227782,Z:511714.14675155",,,10/05/2022 16:35:53,00:00:00,00:10:40,00:00:00,00:00:00,112 ATIENDE ,,
251080,S-222031,10/05/2022 16:25:13,10/05/2022 16:25:13,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,112,TDX756,PLANCHON DE MOTOS,Policia,AK 72 6 01,Motocicletas,JXR60F,Parqueadero Aut. 1,KENNEDY," X:1738222.9850675,Y:-6117883.9227782,Z:511714.14675155",,,10/05/2022 16:35:53,00:00:00,00:10:40,00:00:00,00:00:00,112 ATIENDE ,,
251080,S-222031,10/05/2022 16:25:13,10/05/2022 16:25:13,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,112,TDX756,PLANCHON DE MOTOS,Policia,AK 72 6 01,Motocicletas,CIN80F,Parqueadero Aut. 1,KENNEDY," X:1738222.9850675,Y:-6117883.9227782,Z:511714.14675155",,,10/05/2022 16:35:53,00:00:00,00:10:40,00:00:00,00:00:00,112 ATIENDE ,,
251081,S-222032,10/05/2022 16:30:13,10/05/2022 16:30:13,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,200,FUZ420,GANCHO LIVIANO,Policia,KR 10 9 04,Automovil,MPT224,Parqueadero Aut. 1,SANTA FE," X:1744710.2536413,Y:-6116340.2729979,Z:508101.29883296",,,10/05/2022 16:32:16,00:00:00,00:02:03,00:00:00,00:00:00,200 ATIENDE ,,
251081,S-222032,10/05/2022 16:30:13,10/05/2022 16:30:13,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,200,FUZ420,GANCHO LIVIANO,Policia,KR 10 9 04,Motocicletas,DAT78E,Parqueadero Aut. 1,SANTA FE," X:1744710.2536413,Y:-6116340.2729979,Z:508101.29883296",,,10/05/2022 16:32:16,00:00:00,00:02:03,00:00:00,00:00:00,200 ATIENDE ,,
251081,S-222032,10/05/2022 16:30:13,10/05/2022 16:30:13,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,200,FUZ420,GANCHO LIVIANO,Policia,KR 10 9 04,Motocicletas,QYO85C,Parqueadero Aut. 1,SANTA FE," X:1744710.2536413,Y:-6116340.2729979,Z:508101.29883296",,,10/05/2022 16:32:16,00:00:00,00:02:03,00:00:00,00:00:00,200 ATIENDE ,,
251082,S-222033,10/05/2022 16:35:19,10/05/2022 16:35:19,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,188,GUV456,PLANCHON,Policia,KR 24 10 04,Motocicletas,UVQ85E,PARQUEDERO TRANSITORIO,LOS MARTIRES," X:1743475.6245967,Y:-6116611.4150856,Z:509067.80108013",,,10/05/2022 16:35:47,00:00:00,00:00:28,00:00:00,00:00:00,188 ATIENDE ,,
251083,S-222034,10/05/2022 16:38:19,10/05/2022 16:38:19,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,172,ESO054,PLANCHON,Policia,AC 80 114 01,Motocicletas,YDP72C,Parqueadero Aut. 1,ENGATIVA," X:1739886.9332429,Y:-6116562.1584096,Z:521694.59244568",,,10/05/2022 16:38:32,00:00:00,00:00:13,00:00:00,00:00:00,172,,
251083,S-222034,10/05/2022 16:38:19,10/05/2022 16:38:19,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,172,ESO054,PLANCHON,Policia,AC 80 114 01,Motocicletas,OSQ55E,Parqueadero Aut. 1,ENGATIVA," X:1739886.9332429,Y:-6116562.1584096,Z:521694.59244568",,,10/05/2022 16:38:32,00:00:00,00:00:13,00:00:00,00:00:00,172,,
251083,S-222034,10/05/2022 16:38:19,10/05/2022 16:38:19,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,172,ESO054,PLANCHON,Policia,AC 80 114 01,Motocicletas,YVR19D,Parqueadero Aut. 1,ENGATIVA," X:1739886.9332429,Y:-6116562.1584096,Z:521694.59244568",,,10/05/2022 16:38:32,00:00:00,00:00:13,00:00:00,00:00:00,172,,
251083,S-222034,10/05/2022 16:38:19,10/05/2022 16:38:19,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,172,ESO054,PLANCHON,Policia,AC 80 114 01,Motocicletas,CDS36G,Parqueadero Aut. 1,ENGATIVA," X:1739886.9332429,Y:-6116562.1584096,Z:521694.59244568",,,10/05/2022 16:38:32,00:00:00,00:00:13,00:00:00,00:00:00,172,,
251083,S-222034,10/05/2022 16:38:19,10/05/2022 16:38:19,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,172,ESO054,PLANCHON,Policia,AC 80 114 01,Motocicletas,RXI30F,Parqueadero Aut. 1,ENGATIVA," X:1739886.9332429,Y:-6116562.1584096,Z:521694.59244568",,,10/05/2022 16:38:32,00:00:00,00:00:13,00:00:00,00:00:00,172,,
251083,S-222034,10/05/2022 16:38:19,10/05/2022 16:38:19,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,172,ESO054,PLANCHON,Policia,AC 80 114 01,Motocicletas,MSP50F,Parqueadero Aut. 1,ENGATIVA," X:1739886.9332429,Y:-6116562.1584096,Z:521694.59244568",,,10/05/2022 16:38:32,00:00:00,00:00:13,00:00:00,00:00:00,172,,
251083,S-222034,10/05/2022 16:38:19,10/05/2022 16:38:19,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,172,ESO054,PLANCHON,Policia,AC 80 114 01,Motocicletas,SZG87E,Parqueadero Aut. 1,ENGATIVA," X:1739886.9332429,Y:-6116562.1584096,Z:521694.59244568",,,10/05/2022 16:38:32,00:00:00,00:00:13,00:00:00,00:00:00,172,,
251085,S-222036,10/05/2022 16:44:58,10/05/2022 16:44:58,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,170,ESO052,PLANCHON,Policia,KR 99 63 00,Automovil,BIW617,Parqueadero Aut. 1,ENGATIVA," X:1739761.1225551,Y:-6116848.4908042,Z:518768.5425148",,,10/05/2022 16:53:32,00:00:00,00:08:34,00:00:00,00:00:00,170 ATIENDE ,,
251086,S-222037,10/05/2022 16:54:55,10/05/2022 16:54:55,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,70,ESM435,PLANCHON,Policia,CL 68 68 10,Automovil,CXV691,Parqueadero Aut. 1,ENGATIVA," X:1743561.6618695,Y:-6115958.0605303,Z:516517.68868662",,,10/05/2022 17:01:47,00:00:00,00:06:52,00:00:00,00:00:00,70 ATIENDE ,,
251086,S-222037,10/05/2022 16:54:55,10/05/2022 16:54:55,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,70,ESM435,PLANCHON,Policia,CL 68 68 10,Motocicletas,YFX79C,Parqueadero Aut. 1,ENGATIVA," X:1743561.6618695,Y:-6115958.0605303,Z:516517.68868662",,,10/05/2022 17:01:47,00:00:00,00:06:52,00:00:00,00:00:00,70 ATIENDE ,,
251086,S-222037,10/05/2022 16:54:55,10/05/2022 16:54:55,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,70,ESM435,PLANCHON,Policia,CL 68 68 10,Motocicletas,GHZ60D,Parqueadero Aut. 1,ENGATIVA," X:1743561.6618695,Y:-6115958.0605303,Z:516517.68868662",,,10/05/2022 17:01:47,00:00:00,00:06:52,00:00:00,00:00:00,70 ATIENDE ,,
251086,S-222037,10/05/2022 16:54:55,10/05/2022 16:54:55,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,70,ESM435,PLANCHON,Policia,CL 68 68 10,Automovil,UBU621,Parqueadero Aut. 1,ENGATIVA," X:1743561.6618695,Y:-6115958.0605303,Z:516517.68868662",,,10/05/2022 17:01:47,00:00:00,00:06:52,00:00:00,00:00:00,70 ATIENDE ,,
251087,S-222038,10/05/2022 17:18:58,10/05/2022 17:18:58,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,213,JKV647,PLANCHON,Policia,AK 68D 18 20,Motocicletas,PEO10F,Parqueadero Aut. 1,FONTIBON," X:1740414.0153188,Y:-6117136.1139006,Z:513194.66043134",,,10/05/2022 17:19:58,00:00:00,00:01:00,00:00:00,00:00:00,213 ATIENDE ,,
251087,S-222038,10/05/2022 17:18:58,10/05/2022 17:18:58,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,213,JKV647,PLANCHON,Policia,AK 68D 18 20,Motocicletas,GGZ96D,Parqueadero Aut. 1,FONTIBON," X:1740414.0153188,Y:-6117136.1139006,Z:513194.66043134",,,10/05/2022 17:19:58,00:00:00,00:01:00,00:00:00,00:00:00,213 ATIENDE ,,
251087,S-222038,10/05/2022 17:18:58,10/05/2022 17:18:58,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,213,JKV647,PLANCHON,Policia,AK 68D 18 20,Motocicletas,ZKT05F,Parqueadero Aut. 1,FONTIBON," X:1740414.0153188,Y:-6117136.1139006,Z:513194.66043134",,,10/05/2022 17:19:58,00:00:00,00:01:00,00:00:00,00:00:00,213 ATIENDE ,,
251087,S-222038,10/05/2022 17:18:58,10/05/2022 17:18:58,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,213,JKV647,PLANCHON,Policia,AK 68D 18 20,Motocicletas,DIU82E,Parqueadero Aut. 1,FONTIBON," X:1740414.0153188,Y:-6117136.1139006,Z:513194.66043134",,,10/05/2022 17:19:58,00:00:00,00:01:00,00:00:00,00:00:00,213 ATIENDE ,,
251087,S-222038,10/05/2022 17:18:58,10/05/2022 17:18:58,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,213,JKV647,PLANCHON,Policia,AK 68D 18 20,Motocicletas,OJE68D,Parqueadero Aut. 1,FONTIBON," X:1740414.0153188,Y:-6117136.1139006,Z:513194.66043134",,,10/05/2022 17:19:58,00:00:00,00:01:00,00:00:00,00:00:00,213 ATIENDE ,,
251087,S-222038,10/05/2022 17:18:58,10/05/2022 17:18:58,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,213,JKV647,PLANCHON,Policia,AK 68D 18 20,Motocicletas,ZHD53C,Parqueadero Aut. 1,FONTIBON," X:1740414.0153188,Y:-6117136.1139006,Z:513194.66043134",,,10/05/2022 17:19:58,00:00:00,00:01:00,00:00:00,00:00:00,213 ATIENDE ,,
251088,S-222039,10/05/2022 17:48:34,10/05/2022 17:48:34,Demanda,No,ACCIDENTE,Inmovilización en Vía,Cumplio,Terminado,Completado,207,FVL793,GANCHO PESADO,Policia,CL 11A 40 10,Bus,JTR495,PARQUEDERO TRANSITORIO,PUENTE ARANDA," X:1742188.065644,Y:-6116865.9566694,Z:510406.56426168",,,10/05/2022 17:49:02,00:00:00,00:00:28,00:00:00,00:00:00,207 ATIENDE ,,
251089,S-222040,10/05/2022 17:52:45,10/05/2022 17:52:45,Demanda,No,ACCIDENTE,Inmovilización en Vía,Cumplio,Terminado,Completado,188,GUV456,PLANCHON,Policia,CL 52 S 8A 06,Camioneta,BCD507,PARQUEDERO TRANSITORIO,TUNJUELITO," X:1740153.2613968,Y:-6118016.7219863,Z:503555.62115722",,,10/05/2022 17:53:17,00:00:00,00:00:32,00:00:00,00:00:00,188 ATIENDE ,,
251091,S-222042,10/05/2022 18:06:03,10/05/2022 18:06:03,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,170,ESO052,PLANCHON,Policia,TV 93 63 10,Automovil,GKB811,Parqueadero Aut. 1,ENGATIVA," X:1740318.7244436,Y:-6116749.5475046,Z:518069.14631976",,,10/05/2022 18:07:03,00:00:00,00:01:00,00:00:00,00:00:00,"Legalizacion de vehiculo, video no registra en c-movil m170",,
251092,S-222043,10/05/2022 18:08:21,10/05/2022 18:08:21,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,150,ESO150,PLANCHON,Policia,KR 19 6A 27,Camioneta,RAX156,Parqueadero Aut. 1,LOS MARTIRES," X:1743653.7639872,Y:-6116613.9380566,Z:508431.262708",,,10/05/2022 18:09:01,00:00:00,00:00:40,00:00:00,00:00:00,150 ATIENDE ,,
251093,S-222044,10/05/2022 18:28:07,10/05/2022 18:28:07,Demanda,No,ACCIDENTE,Inmovilización en Vía,Cumplio,Terminado,Completado,197,FUZ417,GANCHO LIVIANO,Policia,AC 1 18 20,Camioneta,WFI285,PARQUEDERO TRANSITORIO,LOS MARTIRES," X:1743440.0461467,Y:-6116753.1555284,Z:507494.76996251",,,10/05/2022 18:48:02,00:00:00,00:19:55,00:00:00,00:00:00,197 ATIENDE ,,
251094,S-222045,10/05/2022 18:35:47,10/05/2022 18:35:47,Demanda,No,INMOVILIZACION,Inmovilización en Vía,No Cumplio,Terminado,Completado,169,ESO051,PLANCHON,Policia,AC 153 92 25,Automovil,No Aplica,No Aplica,SUBA," X:1743889.1840574,Y:-6115153.464505,Z:524815.15842648",,,,00:00:00,00:00:00,00:00:00,00:00:00,151 ATIENDE ,,422-  se envio otra grua m151
251095,S-222046,10/05/2022 18:36:24,10/05/2022 18:36:24,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,132,ESO132,PLANCHON,Policia,CL 22 S 10 00,Motocicletas,SNJ45F,PARQUEDERO TRANSITORIO,ANTONIO NARIÑO," X:1743096.9357632,Y:-6117004.2554642,Z:505655.92798992",,,10/05/2022 18:40:18,00:00:00,00:03:54,00:00:00,00:00:00,132 ATIENDE ,,
251095,S-222046,10/05/2022 18:36:24,10/05/2022 18:36:24,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,132,ESO132,PLANCHON,Policia,CL 22 S 10 00,Motocicletas,WKG67F,PARQUEDERO TRANSITORIO,ANTONIO NARIÑO," X:1743096.9357632,Y:-6117004.2554642,Z:505655.92798992",,,10/05/2022 18:40:18,00:00:00,00:03:54,00:00:00,00:00:00,132 ATIENDE ,,
251096,S-222047,10/05/2022 18:56:49,10/05/2022 18:56:49,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,133,ESO133,PLANCHON,Policia,AC 9 54 31,Motocicletas,HKD52E,PARQUEDERO TRANSITORIO,PUENTE ARANDA," X:1741083.3457351,Y:-6117103.2399665,Z:511325.36817679",,,10/05/2022 18:57:17,00:00:00,00:00:28,00:00:00,00:00:00,133 ATIENDE ,,
251096,S-222047,10/05/2022 18:56:49,10/05/2022 18:56:49,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,133,ESO133,PLANCHON,Policia,AC 9 54 31,Motocicletas,OHD62D,PARQUEDERO TRANSITORIO,PUENTE ARANDA," X:1741083.3457351,Y:-6117103.2399665,Z:511325.36817679",,,10/05/2022 18:57:17,00:00:00,00:00:28,00:00:00,00:00:00,133 ATIENDE ,,
251097,S-222048,10/05/2022 19:12:20,10/05/2022 19:12:20,Demanda,No,ACCIDENTE,Inmovilización en Vía,Cumplio,Terminado,Completado,159,ESO236,PLANCHON,Policia,KR 73A 77A 07,Camioneta,MKR103,PARQUEDERO TRANSITORIO,ENGATIVA," X:1743069.0706864,Y:-6115909.8379476,Z:518731.48424699",,,10/05/2022 19:24:23,00:00:00,00:12:03,00:00:00,00:00:00,159 ATIENDE ,,
251100,S-222051,10/05/2022 19:58:56,10/05/2022 19:58:56,Demanda,No,INMOVILIZACION,Inmovilización en Vía,Cumplio,Terminado,Completado,135,ESO135,PLANCHON,Policia,CL 70 23 14,Automovil,BIN361,Parqueadero Aut. 1,BARRIOS UNIDOS," X:1745700.2777354,Y:-6115485.269745,Z:514900.50552217",,,10/05/2022 20:01:21,00:00:00,00:02:25,00:00:00,00:00:00,135 ATIENDE ,,
